CDID,Title,PreUnit,Unit,Release Date,Next release,Important Notes
YCDC,LFS: Part-time workers: % could not find full-time job: UK: Female: SA,,%,2025-02-18,2025-03-20,
YCDD,LFS: Part-time workers: Did not want full-time job: UK: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCDE,LFS: Part-time workers: Did not want full-time job: UK: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCDF,LFS: Part-time workers: Did not want full-time job: UK: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCDG,LFS: Part-time workers: Ill or disabled: UK: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCDH,LFS: Part-time workers: Ill or disabled: UK: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCDI,LFS: Part-time workers: Ill or disabled: UK: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCDJ,LFS: Part-time workers: Student or at school: UK: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCDK,LFS: Part-time workers: Student or at school: UK: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCDL,LFS: Part-time workers: Student or at school: UK: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCDM,LFS: Usual weekly hrs of work: In employmt: Less than 6 hrs: UK: All: 000s: SA,,,2025-02-18,2025-03-20,
YCDN,LFS: Usual weekly hrs of work: In employmt: Less than 6 hrs: UK: Male: 000s: SA,,,2025-02-18,2025-03-20,
YCDO,LFS: Usual weekly hrs of work: In employmt: Less than 6 hrs: UK: Female: 000s:SA,,,2025-02-18,2025-03-20,
YCDP,LFS: Usual weekly hrs of work: In employment: 6 to 15 hrs: UK: All: 000s: SA,,,2025-02-18,2025-03-20,
YCDQ,LFS: Usual weekly hrs of work: In employment: 6 to 15 hrs: UK: Male: 000s: SA,,,2025-02-18,2025-03-20,
YCDR,LFS: Usual weekly hrs of work: In employment: 6 to 15 hrs: UK: Female: 000s: SA,,,2025-02-18,2025-03-20,
YCDS,LFS: Usual weekly hrs of work: In employment: 16 to 30 hrs: UK: All: 000s: SA,,,2025-02-18,2025-03-20,
YCDT,LFS: Usual weekly hrs of work: In employment: 16 to 30 hrs: UK: Male: 000s: SA,,,2025-02-18,2025-03-20,
YCDU,LFS: Usual weekly hrs of work: In employment: 16 to 30 hrs: UK: Female: 000s: SA,,,2025-02-18,2025-03-20,
YCDV,LFS: Usual weekly hrs of work: In employment: 31 to 45 hrs: UK: All: 000s: SA,,,2025-02-18,2025-03-20,
YCDW,LFS: Usual weekly hrs of work: In employment: 31 to 45 hrs: UK: Male: 000s: SA,,,2025-02-18,2025-03-20,
YCDX,LFS: Usual weekly hrs of work: In employment: 31 to 45 hrs: UK: Female: 000s: SA,,,2025-02-18,2025-03-20,
YCDY,LFS: Usual weekly hrs of work: In employment: Over 45 hrs: UK: All: 000's: SA,,,2025-02-18,2025-03-20,
YCDZ,LFS: Usual weekly hrs of work: In employment: Over 45 hrs: UK: Male: 000s: SA,,,2025-02-18,2025-03-20,
YCEA,LFS: Usual weekly hrs of work: In employment: Over 45 hrs: UK: Female: 000s: SA,,,2025-02-18,2025-03-20,
YCEB,LFS: Usual weekly hrs of work: Employees: Less than 6 hrs: UK: All: 000s: SA,,,2025-02-18,2025-03-20,
YCEC,LFS: Usual weekly hrs of work: Employees: Less than 6 hrs: UK: Male: 000s: SA,,,2025-02-18,2025-03-20,
YCED,LFS: Usual weekly hrs of work: Employees: Less than 6 hrs: UK: Female: 000s: SA,,,2025-02-18,2025-03-20,
YCEE,LFS: Usual weekly hrs of work: Employees: 6 to 15 hrs: UK: All: 000s: SA,,,2025-02-18,2025-03-20,
YCEF,LFS: Usual weekly hrs of work: Employees: 6 to 15 hrs: UK: Male: 000s: SA,,,2025-02-18,2025-03-20,
YCEG,LFS: Usual weekly hrs of work: Employees: 6 to 15 hrs: UK: Female: 000s: SA,,,2025-02-18,2025-03-20,
YCEH,LFS: Usual weekly hrs of work: Employees: 16 up to 30 hrs: UK: All: 000s: SA,,,2025-02-18,2025-03-20,
YCEI,LFS: Usual weekly hrs of work: Employees: 16 up to 30 hrs: UK: Male: 000s: SA,,,2025-02-18,2025-03-20,
YCEJ,LFS: Usual weekly hrs of work: Employees: 16 up to 30 hrs: UK: Female: 000s: SA,,,2025-02-18,2025-03-20,
YCEK,LFS: Usual weekly hrs of work: Employees: 31 up to 45 hrs: UK: All: 000s: SA,,,2025-02-18,2025-03-20,
YCEL,LFS: Usual weekly hrs of work: Employees: 31 up to 45 hrs: UK: Male: 000s: SA,,,2025-02-18,2025-03-20,
YCEM,LFS: Usual weekly hrs of work: Employees: 31 up to 45 hrs: UK: Female: 000s: SA,,,2025-02-18,2025-03-20,
YCEN,LFS: Usual weekly hrs of work: Employees: Over 45 hrs: UK: All: 000s: SA,,,2025-02-18,2025-03-20,
YCEO,LFS: Usual weekly hrs of work: Employees: Over 45 hrs: UK: Male: 000s: SA,,,2025-02-18,2025-03-20,
YCEP,LFS: Usual weekly hrs of work: Employees: Over 45 hrs: UK: Female: 000s: SA,,,2025-02-18,2025-03-20,
YCEQ,LFS: Usual weekly hrs of work: Self-employed: Less than 6 hrs: UK: All: 000s: SA,,,2025-02-18,2025-03-20,
YCER,LFS: Usual weekly hrs of work: Self-employed: Less than 6 hrs: UK: Male: 000s:SA,,,2025-02-18,2025-03-20,
YCES,LFS: Usual weekly hrs of work: Self-employed: Less than 6 hrs: UK:Female:000s:SA,,,2025-02-18,2025-03-20,
YCET,LFS: Usual weekly hrs of work: Self-employed: 6 up to 15 hrs: UK: All: 000s: SA,,,2025-02-18,2025-03-20,
YCEU,LFS: Usual weekly hrs of work: Self-employed: 6 up to 15 hrs: UK: Male: 000s: SA,,,2025-02-18,2025-03-20,
YCEV,LFS: Usual weekly hrs of work: Self-employed: 6 to 15 hrs: UK: Female: 000s: SA,,,2025-02-18,2025-03-20,
YCEW,LFS: Usual weekly hrs of work: Self-employed: 16 to 30 hrs: UK: All: 000s: SA,,,2025-02-18,2025-03-20,
YCEX,LFS: Usual weekly hrs of work: Self-employed: 16 to 30 hrs: UK: Male: 000s: SA,,,2025-02-18,2025-03-20,
YCEY,LFS: Usual weekly hrs of work: Self-employed: 16 to 30 hrs: UK: Female: 000s: SA,,,2025-02-18,2025-03-20,
YCEZ,LFS: Usual weekly hrs of work: Self-employed: 31 to 45 hrs: UK: All: 000s: SA,,,2025-02-18,2025-03-20,
YCFA,LFS: Usual weekly hrs of work: Self-employed: 31 to 45 hrs: UK: Male: 000s: SA,,,2025-02-18,2025-03-20,
YCFB,LFS: Usual weekly hrs of work: Self-employed: 31 to 45 hrs: UK: Female: 000s: SA,,,2025-02-18,2025-03-20,
YCFC,LFS: Usual weekly hrs of work: Self-employed: Over 45 hrs: UK: All: 000s: SA,,,2025-02-18,2025-03-20,
YCFD,LFS: Usual weekly hrs of work: Self-employed: Over 45 hrs: UK: Male: 000s: SA,,,2025-02-18,2025-03-20,
YCFE,LFS: Usual weekly hrs of work: Self-employed: Over 45 hrs: UK: Female: 000s: SA,,,2025-02-18,2025-03-20,
YCFP,"LFS: Econ inact: Wants job, not seeking: Discouraged workers: UK: Male: 000s: SA",,000's,2025-02-18,2025-03-20,
YCFS,"LFS: Econ inactive: Wants job, not seeking: Long-term sick: UK: Male: 000s: SA",,,2025-02-18,2025-03-20,
YCFV,"LFS:Econ inact: Wants job,not seeking: Looking after family/home:UK:Male:000s:SA",,,2025-02-18,2025-03-20,
YCGM,LFS: ILO unemployed: Aged 25-34: UK: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCGN,LFS: ILO unemployed: Aged 25-34: UK: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCGO,LFS: ILO unemployed: Aged 25-34: UK: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCGP,LFS: ILO unemployment rate: Aged 25-34: UK: All: %: SA,,%,2025-02-18,2025-03-20,
YCGQ,LFS: ILO unemployment rate: Aged 25-34: UK: Male: %: SA,,%,2025-02-18,2025-03-20,
YCGR,LFS: ILO unemployment rate: Aged 25-34: UK: Female: %: SA,,%,2025-02-18,2025-03-20,
YCGS,LFS: ILO unemployed: Aged 35-49: UK: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCGT,LFS: ILO unemployed: Aged 35-49: UK: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCGU,LFS: ILO unemployed: Aged 35-49: UK: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCGV,LFS: ILO unemployment rate: Aged 35-49: UK: All: %: SA,,%,2025-02-18,2025-03-20,
YCGW,LFS: ILO unemployment rate: Aged 35-49: UK: Male: %: SA,,%,2025-02-18,2025-03-20,
YCGX,LFS: ILO unemployment rate: Aged 35-49: UK: Female: %: SA,,%,2025-02-18,2025-03-20,
YCHC,LFS: Population aged 16 and over: North East: All: Thousands: NSA,,,2025-02-18,2025-03-20,
YCHD,LFS: Population aged 16 and over: North West (GOR): All: Thousands: NSA,,,2025-02-18,2025-03-20,
YCHE,LFS: Population aged 16 and over: Yorks & the Humber: All: Thousands: NSA,,,2025-02-18,2025-03-20,
YCHF,LFS: Population aged 16 and over: East Midlands: All: Thousands: NSA,,,2025-02-18,2025-03-20,
YCHG,LFS: Population aged 16 and over: West Midlands: All: Thousands: NSA,,,2025-02-18,2025-03-20,
YCHH,LFS: Population aged 16 and over: East: All: Thousands: NSA,,,2025-02-18,2025-03-20,
YCHI,LFS: Population aged 16 and over: London: All: Thousands: NSA,,,2025-02-18,2025-03-20,
YCHJ,LFS: Population aged 16 and over: South East (GOR): All: Thousands: NSA,,,2025-02-18,2025-03-20,
YCHK,LFS: Population aged 16 and over: South West: All: Thousands: NSA,,,2025-02-18,2025-03-20,
YCHL,LFS: Population aged 16 and over: England: All: Thousands: NSA,,,2025-02-18,2025-03-20,
YCHM,LFS: Population aged 16 and over: Wales: All: Thousands: NSA,,,2025-02-18,2025-03-20,
YCHN,LFS: Population aged 16 and over: Scotland: All: Thousands: NSA,,,2025-02-18,2025-03-20,
YCHO,LFS: Population aged 16 and over: Great Britain: All: Thousands: NSA,,,2025-02-18,2025-03-20,
YCHP,LFS: Economically active: North East: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCHQ,LFS: Economically active: North West (GOR): All: Thousands: SA,,,2025-02-18,2025-03-20,
YCHR,LFS: Economically active: Yorks & the Humber: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCHS,LFS: Economically active: East Midlands: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCHT,LFS: Economically active: West Midlands: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCHU,LFS: Economically active: East: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCHV,LFS: Economically active: London: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCHW,LFS: Economically active: South East (GOR): All: Thousands: SA,,,2025-02-18,2025-03-20,
YCHX,LFS: Economically active: South West: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCHY,LFS: Economically active: England: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCHZ,LFS: Economically active: Wales: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCIA,LFS: Economically active: Scotland: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCIB,LFS: Economically active: Great Britain: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCIP,LFS: Economically active: North East: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCIQ,LFS: Economically active: North West (GOR): Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCIR,LFS: Economically active: Yorks & the Humber: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCIS,LFS: Economically active: East Midlands: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCIT,LFS: Economically active: West Midlands: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCIU,LFS: Economically active: East: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCIV,LFS: Economically active: London: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCIW,LFS: Economically active: South East (GOR): Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCIX,LFS: Economically active: South West: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCIY,LFS: Economically active: England: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCIZ,LFS: Economically active: Wales: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCJA,LFS: Economically active: Scotland: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCJB,LFS: Economically active: Great Britain: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCJC,LFS: Economically active: North East: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCJD,LFS: Economically active: North West (GOR): Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCJE,LFS: Economically active: Yorks & the Humber: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCJF,LFS: Economically active: East Midlands: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCJG,LFS: Economically active: West Midlands: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCJH,LFS: Economically active: East: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCJI,LFS: Economically active: London: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCJJ,LFS: Economically active: South East (GOR): Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCJK,LFS: Economically active: South West: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCJL,LFS: Economically active: England: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCJM,LFS: Economically active: Wales: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCJN,LFS: Economically active: Scotland: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCJO,LFS: Economically active: Great Britain: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCJP,LFS: In employment: North East: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCJQ,LFS: In employment: North West (GOR): All: Thousands: SA,,,2025-02-18,2025-03-20,
YCJR,LFS: In employment: Yorks & the Humber: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCJS,LFS: In employment: East Midlands: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCJT,LFS: In employment: West Midlands: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCJU,LFS: In employment: East: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCJV,LFS: In employment: London: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCJW,LFS: In employment: South East (GOR): All: Thousands: SA,,,2025-02-18,2025-03-20,
YCJX,LFS: In employment: South West: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCJY,LFS: In employment: England: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCJZ,LFS: In employment: Wales: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCKA,LFS: In employment: Scotland: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCKB,LFS: In employment: Great Britain: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCKP,LFS: In employment: North East: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCKQ,LFS: In employment: North West (GOR): Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCKR,LFS: In employment: Yorks & the Humber: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCKS,LFS: In employment: East Midlands: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCKT,LFS: In employment: West Midlands: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCKU,LFS: In employment: East: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCKV,LFS: In employment: London: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCKW,LFS: In employment: South East (GOR): Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCKX,LFS: In employment: South West: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCKY,LFS: In employment: England: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCKZ,LFS: In employment: Wales: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCLA,LFS: In employment: Scotland: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCLB,LFS: In employment: Great Britain: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCLC,LFS: Employment rate: North East: Aged 16-64: Male: %: SA,,%,2025-02-18,2025-03-20,
YCLD,LFS: Employment rate: North West (GOR): Aged 16-64: Male: %: SA,,%,2025-02-18,2025-03-20,
YCLE,LFS: Employment rate: Yorks & the Humber: Aged 16-64: Male: %: SA,,%,2025-02-18,2025-03-20,
YCLF,LFS: Employment rate: East Midlands: Aged 16-64: Male: %: SA,,%,2025-02-18,2025-03-20,
YCLG,LFS: Employment rate: West Midlands: Aged 16-64: Male: %: SA,,%,2025-02-18,2025-03-20,
YCLH,LFS: Employment rate: East: Aged 16-64: Male: %: SA,,%,2025-02-18,2025-03-20,
YCLI,LFS: Employment rate: London: Aged 16-64: Male: %: SA,,%,2025-02-18,2025-03-20,
YCLJ,LFS: Employment rate: South East (GOR): Aged 16-64: Male: %: SA,,%,2025-02-18,2025-03-20,
YCLK,LFS: Employment rate: South West: Aged 16-64: Male: %: SA,,%,2025-02-18,2025-03-20,
YCLL,LFS: Employment rate: England: Aged 16-64: Male: %: SA,,%,2025-02-18,2025-03-20,
YCLM,LFS: Employment rate: Wales: Aged 16-64: Male: %: SA,,%,2025-02-18,2025-03-20,
YCLN,LFS: Employment rate: Scotland: Aged 16-64: Male: %: SA,,%,2025-02-18,2025-03-20,
YCLO,LFS: Employment rate: Great Britain: Aged 16-64: Male: %: SA,,%,2025-02-18,2025-03-20,
YCLP,LFS: In employment: North East: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCLQ,LFS: In employment: North West (GOR): Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCLR,LFS: In employment: Yorks & the Humber: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCLS,LFS: In employment: East Midlands: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCLT,LFS: In employment: West Midlands: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCLU,LFS: In employment: East: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCLV,LFS: In employment: London: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCLW,LFS: In employment: South East (GOR): Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCLX,LFS: In employment: South West: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCLY,LFS: In employment: England: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCLZ,LFS: In employment: Wales: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCMA,LFS: In employment: Scotland: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCMB,LFS: In employment: Great Britain: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCMP,LFS: ILO unemployed: North East: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCMQ,LFS: ILO unemployed: North West (GOR): All: Thousands: SA,,,2025-02-18,2025-03-20,
YCMR,LFS: ILO unemployed: Yorks & the Humber: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCMS,LFS: ILO unemployed: East Midlands: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCMT,LFS: ILO unemployed: West Midlands: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCMU,LFS: ILO unemployed: East: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCMV,LFS: ILO unemployed: London: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCMW,LFS: ILO unemployed: South East (GOR): All: Thousands: SA,,,2025-02-18,2025-03-20,
YCMX,LFS: ILO unemployed: South West: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCMY,LFS: ILO unemployed: England: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCMZ,LFS: ILO unemployed: Wales: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCNA,LFS: ILO unemployed: Scotland: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCNB,LFS: ILO unemployed: Great Britain: All: Thousands: SA,,,2025-02-18,2025-03-20,
YCNC,LFS: ILO unemployment rate: North East: All: %: SA,,%,2025-02-18,2025-03-20,
YCND,LFS: ILO unemployment rate: North West (GOR): All: %: SA,,%,2025-02-18,2025-03-20,
YCNE,LFS: ILO unemployment rate: Yorks & the Humber: All: %: SA,,%,2025-02-18,2025-03-20,
YCNF,LFS: ILO unemployment rate: East Midlands: All: %: SA,,%,2025-02-18,2025-03-20,
YCNG,LFS: ILO unemployment rate: West Midlands: All: %: SA,,%,2025-02-18,2025-03-20,
YCNH,LFS: ILO unemployment rate: East: All: %: SA,,%,2025-02-18,2025-03-20,
YCNI,LFS: ILO unemployment rate: London: All: %: SA,,%,2025-02-18,2025-03-20,
YCNJ,LFS: ILO unemployment rate: South East (GOR): All: %: SA,,%,2025-02-18,2025-03-20,
YCNK,LFS: ILO unemployment rate: South West: All: %: SA,,%,2025-02-18,2025-03-20,
YCNL,LFS: ILO unemployment rate: England: All: %: SA,,%,2025-02-18,2025-03-20,
YCNM,LFS: ILO unemployment rate: Wales: All: %: SA,,%,2025-02-18,2025-03-20,
YCNN,LFS: ILO unemployment rate: Scotland: All: %: SA,,%,2025-02-18,2025-03-20,
YCNO,LFS: ILO unemployment rate: Great Britain: All: %: SA,,%,2025-02-18,2025-03-20,
YCNP,LFS: ILO unemployed: North East: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCNQ,LFS: ILO unemployed: North West (GOR): Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCNR,LFS: ILO unemployed: Yorks & the Humber: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCNS,LFS: ILO unemployed: East Midlands: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCNT,LFS: ILO unemployed: West Midlands: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCNU,LFS: ILO unemployed: East: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCNV,LFS: ILO unemployed: London: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCNW,LFS: ILO unemployed: South East (GOR): Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCNX,LFS: ILO unemployed: South West: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCNY,LFS: ILO unemployed: England: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCNZ,LFS: ILO unemployed: Wales: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCOA,LFS: ILO unemployed: Scotland: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCOB,LFS: ILO unemployed: Great Britain: Male: Thousands: SA,,,2025-02-18,2025-03-20,
YCOC,LFS: ILO unemployment rate: North East: Male: %: SA,,%,2025-02-18,2025-03-20,
YCOD,LFS: ILO unemployment rate: North West (GOR): Male: %: SA,,%,2025-02-18,2025-03-20,
YCOE,LFS: ILO unemployment rate: Yorks & the Humber: Male: %: SA,,%,2025-02-18,2025-03-20,
YCOF,LFS: ILO unemployment rate: East Midlands: Male: %: SA,,%,2025-02-18,2025-03-20,
YCOG,LFS: ILO unemployment rate: West Midlands: Male: %: SA,,%,2025-02-18,2025-03-20,
YCOH,LFS: ILO unemployment rate: East: Male: %: SA,,%,2025-02-18,2025-03-20,
YCOI,LFS: ILO unemployment rate: London: Male: %: SA,,%,2025-02-18,2025-03-20,
YCOJ,LFS: ILO unemployment rate: South East (GOR): Male: %: SA,,%,2025-02-18,2025-03-20,
YCOK,LFS: ILO unemployment rate: South West: Male: %: SA,,%,2025-02-18,2025-03-20,
YCOL,LFS: ILO unemployment rate: England: Male: %: SA,,%,2025-02-18,2025-03-20,
YCOM,LFS: ILO unemployment rate: Wales: Male: %: SA,,%,2025-02-18,2025-03-20,
YCON,LFS: ILO unemployment rate: Scotland: Male: %: SA,,%,2025-02-18,2025-03-20,
YCOO,LFS: ILO unemployment rate: Great Britain: Male: %: SA,,%,2025-02-18,2025-03-20,
YCOP,LFS: ILO unemployed: North East: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCOQ,LFS: ILO unemployed: North West (GOR): Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCOR,LFS: ILO unemployed: Yorks & the Humber: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCOS,LFS: ILO unemployed: East Midlands: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCOT,LFS: ILO unemployed: West Midlands: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCOU,LFS: ILO unemployed: East: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCOV,LFS: ILO unemployed: London: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCOW,LFS: ILO unemployed: South East (GOR): Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCOX,LFS: ILO unemployed: South West: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCOY,LFS: ILO unemployed: England: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCOZ,LFS: ILO unemployed: Wales: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCPA,LFS: ILO unemployed: Scotland: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCPB,LFS: ILO unemployed: Great Britain: Female: Thousands: SA,,,2025-02-18,2025-03-20,
YCPC,LFS: ILO unemployment rate: North East: Female: %: SA,,%,2025-02-18,2025-03-20,
YCPD,LFS: ILO unemployment rate: North West (GOR): Female: %: SA,,%,2025-02-18,2025-03-20,
YCPE,LFS: ILO unemployment rate: Yorks & the Humber: Female: %: SA,,%,2025-02-18,2025-03-20,
YCPF,LFS: ILO unemployment rate: East Midlands: Female: %: SA,,%,2025-02-18,2025-03-20,
YCPG,LFS: ILO unemployment rate: West Midlands: Female: %: SA,,%,2025-02-18,2025-03-20,
YCPH,LFS: ILO unemployment rate: East: Female: %: SA,,%,2025-02-18,2025-03-20,
YCPI,LFS: ILO unemployment rate: London: Female: %: SA,,%,2025-02-18,2025-03-20,
YCPJ,LFS: ILO unemployment rate: South East (GOR): Female: %: SA,,%,2025-02-18,2025-03-20,
YCPK,LFS: ILO unemployment rate: South West: Female: %: SA,,%,2025-02-18,2025-03-20,
YCPL,LFS: ILO unemployment rate: England: Female: %: SA,,%,2025-02-18,2025-03-20,
YCPM,LFS: ILO unemployment rate: Wales: Female: %: SA,,%,2025-02-18,2025-03-20,
YCPN,LFS: ILO unemployment rate: Scotland: Female: %: SA,,%,2025-02-18,2025-03-20,
YCPO,LFS: ILO unemployment rate: Great Britain: Female: %: SA,,%,2025-02-18,2025-03-20,
YCPX,LFS: Economically active: Aged 16-24: UK: All: Thousands: NSA,,,2025-02-18,2025-03-20,
YCQA,LFS: Economically active: Aged 16-24: UK: Male: Thousands: NSA,,,2025-02-18,2025-03-20,
YCQD,LFS: Economically active: Aged 16-24: UK: Female: Thousands: NSA,,,2025-02-18,2025-03-20,
YCQY,LFS: In employment: Aged 16-24: UK: All: Thousands: NSA,,,2025-02-18,2025-03-20,
YCRB,LFS: In employment: UK: Male: Aged 16-24: Thousands: NSA,,,2025-02-18,2025-03-20,
YCRE,LFS: In employment: Aged 16-24: UK: Female: Thousands: NSA,,,2025-02-18,2025-03-20,
YCRZ,LFS: ILO unemployed: Aged 16-24: UK: All: Thousands: NSA,,,2025-02-18,2025-03-20,
YCSC,LFS: ILO unemployed: Aged 16-24: UK: Male: Thousands: NSA,,,2025-02-18,2025-03-20,
YCSF,LFS: ILO unemployed: UK: Female: Aged 16-24: Thousands: NSA,,,2025-02-18,2025-03-20,
YCTA,LFS: Economically inactive: Aged 16-24: UK: All: Thousands: NSA,,,2025-02-18,2025-03-20,
YCTD,LFS: Economically inactive: Aged 16-24: UK: Male: Thousands: NSA,,,2025-02-18,2025-03-20,
YCTG,LFS: Economically inactive: Aged 16-24: UK: Female: Thousands: NSA,,,2025-02-18,2025-03-20,
YCVC,LFS: Employment rate: Aged 16-24: UK: All: %: NSA,,,2025-02-18,2025-03-20,
